ㄧ,一
ㄊㄨㄣ,吞
ㄊㄨㄣ,暾
ㄊㄨㄣˊ,臀
ㄊㄨㄣˊ,軘
ㄊㄨㄥ,痌
ㄊㄨㄥ,蓪
ㄊㄨㄥˊ,銅
ㄊㄨㄥˊ,仝
ㄊㄨㄥˊ,彤
ㄊㄨㄥˊ,瞳
ㄊㄨㄥˊ,童
ㄊㄨㄥˊ,同
ㄊㄨㄥˊ,潼
ㄊㄨㄥˊ,佟
ㄊㄨㄥˊ,哃
ㄊㄨㄥˊ,朣
ㄊㄨㄥˊ,犝
ㄊㄨㄥˊ,獞
ㄊㄨㄥˊ,茼
ㄊㄨㄥˊ,酮
ㄊㄨㄥˊ,鮦
ㄊㄨㄥˇ,捅
ㄊㄨㄥˋ,痛
ㄋㄚˊ,拿
ㄋㄚˊ,拏
ㄋㄚˋ,納
ㄋㄚˋ,鈉
ㄋㄚˋ,妠
ㄋㄚˋ,捺
ㄋㄚˋ,笝
ㄋㄚˋ,衲
ㄋㄚˋ,豽
ㄋㄚˋ,貀
ㄋㄚˋ,魶
ㄋㄞˇ,乃
ㄋㄞˇ,奶
ㄋㄞˇ,氖
ㄋㄞˇ,迺
ㄋㄞˇ,釢
ㄋㄞˋ,奈
ㄋㄞˋ,倷
ㄋㄞˋ,柰
ㄋㄞˋ,渿
ㄋㄞˋ,螚
ㄋㄞˋ,錼
ㄋㄟˇ,餒
ㄋㄟˇ,腇
ㄋㄠ,孬
ㄋㄠˊ,呶
ㄋㄠˊ,鐃
ㄋㄠˊ,夒
ㄋㄠˊ,峱
ㄋㄠˊ,嶩
ㄋㄠˊ,怓
ㄋㄠˇ,惱
ㄋㄠˇ,瑙
ㄋㄠˇ,腦
ㄋㄠˋ,鬧
ㄋㄡˊ,羺
ㄋㄡˊ,譨
ㄋㄡˋ,檽
ㄋㄡˋ,耨
ㄋㄢˊ,喃
ㄋㄢˊ,楠
ㄋㄢˊ,男
ㄋㄢˊ,囡
ㄋㄢˊ,柟
ㄋㄢˊ,諵
ㄋㄢˇ,赧
ㄋㄢˇ,湳
ㄋㄢˇ,腩
ㄋㄣˋ,嫩
ㄋㄤˊ,囊
ㄋㄤˇ,攮
ㄋㄤˇ,曩
ㄋㄤˋ,齉
ㄋㄤ,囔
ㄋㄥˊ,儜
ㄋㄧˊ,倪
ㄋㄧˊ,妮
ㄋㄧˊ,霓
ㄋㄧˊ,坭
ㄋㄧˊ,屔
ㄋㄧˊ,怩
ㄋㄧˊ,猊
ㄋㄧˊ,臡
ㄋㄧˊ,觬
ㄋㄧˊ,跜
ㄋㄧˊ,輗
ㄋㄧˊ,郳
ㄋㄧˊ,鯢
ㄋㄧˊ,齯
ㄋㄧˇ,你
ㄋㄧˇ,擬
ㄋㄧˇ,苨
ㄋㄧˋ,睨
ㄋㄧˋ,膩
ㄋㄧˋ,逆
ㄋㄧˋ,惄
ㄋㄧˋ,暱
ㄋㄧˋ,縌
ㄋㄧㄝ,
ㄋㄧㄝˊ,苶
ㄋㄧㄝˋ,孽
ㄋㄧㄝˋ,臬
ㄋㄧㄝˋ,躡
ㄋㄧㄝˋ,鎳
ㄋㄧㄝˋ,囓
ㄋㄧㄝˋ,嵲
ㄋㄧㄝˋ,嶭
ㄋㄧㄝˋ,摰
ㄋㄧㄝˋ,敜
ㄋㄧㄝˋ,涅
ㄋㄧㄝˋ,鑷
ㄋㄧㄝˋ,篞
ㄋㄧㄝˋ,钀
ㄋㄧㄝˋ,臲
ㄋㄧㄝˋ,踂
ㄋㄧㄝˋ,踙
ㄋㄧㄝˋ,糱
ㄋㄧㄝˋ,蠥
ㄋㄧㄝˋ,闑
ㄋㄧㄝˋ,隉
ㄋㄧㄝˋ,顳
ㄋㄧㄝˋ,齧
ㄋㄧㄠˇ,嬝
ㄋㄧㄠˇ,裊
ㄋㄧㄠˇ,嫋
ㄋㄧㄠˇ,嬲
ㄋㄧㄠˇ,褭
ㄋㄧㄡˊ,牛
ㄋㄧㄡˇ,紐
ㄋㄧㄡˇ,鈕
ㄋㄧㄡˇ,狃
ㄋㄧㄡˇ,莥
ㄋㄧㄢˊ,哖
ㄋㄧㄢˊ,鯰
ㄋㄧㄢˇ,撚
ㄋㄧㄢˇ,攆
ㄋㄧㄢˇ,涊
ㄋㄧㄢˋ,廿
ㄋㄧㄢˋ,念
ㄋㄧㄣˊ,您
ㄋㄧㄤˋ,釀
ㄋㄧㄥˊ,凝
ㄋㄧㄥˊ,嚀
ㄋㄧㄥˊ,檸
ㄋㄧㄥˊ,獰
ㄋㄧㄥˊ,寍
ㄋㄧㄥˊ,薴
ㄋㄧㄥˋ,佞
ㄋㄨˊ,奴
ㄋㄨˊ,駑
ㄋㄨˊ,孥
ㄋㄨˊ,笯
ㄋㄨˇ,努
ㄋㄨˇ,弩
ㄋㄨㄛˊ,挪
ㄋㄨㄛˊ,儺
ㄋㄨㄛˋ,糯
ㄋㄨㄛˋ,諾
ㄋㄨㄛˋ,懧
ㄋㄨㄢˇ,渜
ㄋㄨㄢˇ,餪
ㄋㄨㄥˊ,儂
ㄋㄨㄥˊ,濃
ㄋㄨㄥˊ,農
ㄋㄨㄥˊ,穠
ㄋㄨㄥˊ,襛
ㄋㄨㄥˊ,醲
ㄋㄨㄥˊ,鬞
ㄋㄨㄥˇ,繷
ㄋㄩˇ,釹
ㄋㄩˋ,恧
ㄋㄩˋ,朒
ㄋㄩˋ,衄
ㄋㄩㄝˋ,虐
ㄋㄩㄝˋ,謔
ㄌㄚ,翋
ㄌㄚ,菈
ㄌㄚ,鞡
ㄌㄚˊ,旯
ㄌㄚˋ,臘
ㄌㄚˋ,蠟
ㄌㄚˋ,辣
ㄌㄚˋ,鬎
ㄌㄜˋ,垃
ㄌㄜˋ,埒
ㄌㄜˋ,阞
ㄌㄜˋ,鰳
ㄌㄞˊ,萊
ㄌㄞˊ,崍
ㄌㄞˊ,庲
ㄌㄞˊ,棶
ㄌㄞˊ,淶
ㄌㄞˊ,郲
ㄌㄞˊ,錸
ㄌㄞˊ,騋
ㄌㄞˊ,鯠
ㄌㄞˊ,鶆
ㄌㄞˋ,瀨
ㄌㄞˋ,睞
ㄌㄞˋ,籟
ㄌㄞˋ,賴
ㄌㄞˋ,藾
ㄌㄟˊ,嫘
ㄌㄟˊ,縲
ㄌㄟˊ,羸
ㄌㄟˊ,鐳
ㄌㄟˊ,罍
ㄌㄟˊ,蔂
ㄌㄟˊ,轠
ㄌㄟˇ,儡
ㄌㄟˇ,磊
ㄌㄟˇ,蕾
ㄌㄟˇ,櫐
ㄌㄟˇ,磥
ㄌㄟˇ,礨
ㄌㄟˇ,絫
ㄌㄟˇ,藟
ㄌㄟˇ,蠝
ㄌㄟˇ,誄
ㄌㄟˇ,讄
ㄌㄟˇ,鸓
ㄌㄟˋ,類
ㄌㄟˋ,禷
ㄌㄟˋ,纇
ㄌㄟˋ,酹
ㄌㄠˊ,嘮
ㄌㄠˊ,僗
ㄌㄠˊ,嶗
ㄌㄠˊ,浶
ㄌㄠˊ,醪
ㄌㄠˊ,顟
ㄌㄠˇ,老
ㄌㄠˇ,恅
ㄌㄠˇ,栳
ㄌㄠˇ,狫
ㄌㄠˇ,荖
ㄌㄠˇ,銠
ㄌㄠˋ,嫪
ㄌㄡˊ,樓
ㄌㄡˊ,螻
ㄌㄡˊ,髏
ㄌㄡˊ,艛
ㄌㄡˊ,鞻
ㄌㄡˊ,鷜
ㄌㄡˇ,塿
ㄌㄡˋ,陋
ㄌㄡˋ,瘺
ㄌㄢˊ,婪
ㄌㄢˊ,斕
ㄌㄢˊ,嵐
ㄌㄢˊ,籣
ㄌㄢˊ,籃
ㄌㄢˊ,襤
ㄌㄢˊ,闌
ㄌㄢˊ,攔
ㄌㄢˊ,蘭
ㄌㄢˊ,襴
ㄌㄢˊ,譋
ㄌㄢˊ,讕
ㄌㄢˇ,攬
ㄌㄢˇ,欖
ㄌㄢˇ,覽
ㄌㄢˇ,壈
ㄌㄢˇ,嬾
ㄌㄢˋ,爛
ㄌㄤ,啷
ㄌㄤˊ,廊
ㄌㄤˊ,榔
ㄌㄤˊ,郎
ㄌㄤˊ,桹
ㄌㄤˊ,稂
ㄌㄤˊ,鋃
ㄌㄤˇ,朗
ㄌㄤˇ,烺
ㄌㄤˋ,埌
ㄌㄤˋ,蒗
ㄌㄥˋ,倰
ㄌㄥˋ,睖
ㄌㄧˊ,梨
ㄌㄧˊ,漓
ㄌㄧˊ,狸
ㄌㄧˊ,璃
ㄌㄧˊ,籬
ㄌㄧˊ,罹
ㄌㄧˊ,驪
ㄌㄧˊ,黎
ㄌㄧˊ,剺
ㄌㄧˊ,嫠
ㄌㄧˊ,醨
ㄌㄧˊ,孷
ㄌㄧˊ,鯬
ㄌㄧˊ,漦
ㄌㄧˊ,鵹
ㄌㄧˊ,縭
ㄌㄧˊ,鸝
ㄌㄧˊ,蔾
ㄌㄧˊ,黧
ㄌㄧˊ,蘺
ㄌㄧˊ,蠫
ㄌㄧˊ,褵
ㄌㄧˊ,謧
ㄌㄧˊ,樆
ㄌㄧˊ,灕
ㄌㄧˊ,菞
ㄌㄧˊ,藜
ㄌㄧˊ,蜊
ㄌㄧˇ,俚
ㄌㄧˇ,喱
ㄌㄧˇ,娌
ㄌㄧˇ,李
ㄌㄧˇ,澧
ㄌㄧˇ,理
ㄌㄧˇ,禮
ㄌㄧˇ,邐
ㄌㄧˇ,里
ㄌㄧˇ,鯉
ㄌㄧˇ,峛
ㄌㄧˇ,醴
ㄌㄧˇ,鋰
ㄌㄧˇ,鱧
ㄌㄧˇ,浬
ㄌㄧˋ,例
ㄌㄧˋ,俐
ㄌㄧˋ,儷
ㄌㄧˋ,利
ㄌㄧˋ,力
ㄌㄧˋ,勵
ㄌㄧˋ,吏
ㄌㄧˋ,唳
ㄌㄧˋ,壢
ㄌㄧˋ,慄
ㄌㄧˋ,笠
ㄌㄧˋ,曆
ㄌㄧˋ,粒
ㄌㄧˋ,瀝
ㄌㄧˋ,痢
ㄌㄧˋ,礪
ㄌㄧˋ,歷
ㄌㄧˋ,琍
ㄌㄧˋ,荔
ㄌㄧˋ,蒞
ㄌㄧˋ,蠣
ㄌㄧˋ,靂
ㄌㄧˋ,厤
ㄌㄧˋ,叻
ㄌㄧˋ,砅
ㄌㄧˋ,嚦
ㄌㄧˋ,砬
ㄌㄧˋ,悷
ㄌㄧˋ,磿
ㄌㄧˋ,篥
ㄌㄧˋ,櫪
ㄌㄧˋ,藶
ㄌㄧˋ,溧
ㄌㄧˋ,蜧
ㄌㄧˋ,瓅
ㄌㄧˋ,蝷
ㄌㄧˋ,盭
ㄌㄧˋ,詈
ㄌㄧˋ,攦
ㄌㄧˋ,轢
ㄌㄧˋ,沴
ㄌㄧˋ,癘
ㄌㄧˋ,瓥
ㄌㄧˋ,屴
ㄌㄧˋ,朸
ㄌㄧˋ,濿
ㄌㄧˋ,鬁
ㄌㄧˋ,鴗
ㄌㄧˋ,鷅
ㄌㄧˋ,麜
ㄌㄧㄝˋ,冽
ㄌㄧㄝˋ,列
ㄌㄧㄝˋ,鬣
ㄌㄧㄝˋ,劣
ㄌㄧㄝˋ,鮤
ㄌㄧㄝˋ,烈
ㄌㄧㄝˋ,鴷
ㄌㄧㄝˋ,裂
ㄌㄧㄝˋ,躐
ㄌㄧㄝˋ,茢
ㄌㄧㄝˋ,蛚
ㄌㄧㄝˋ,蛶
ㄌㄧㄝˋ,犣
ㄌㄧㄝˋ,迾
ㄌㄧㄝˋ,颲
ㄌㄧㄝˋ,洌
ㄌㄧㄝˋ,獵
ㄌㄧㄝˋ,儠
ㄌㄧㄠˊ,嘹
ㄌㄧㄠˊ,嵺
ㄌㄧㄠˊ,寮
ㄌㄧㄠˊ,聊
ㄌㄧㄠˊ,遼
ㄌㄧㄠˊ,寥
ㄌㄧㄠˊ,嶚
ㄌㄧㄠˊ,敹
ㄌㄧㄠˊ,膋
ㄌㄧㄠˊ,膫
ㄌㄧㄠˊ,蟟
ㄌㄧㄠˊ,飉
ㄌㄧㄠˇ,鄝
ㄌㄧㄠˇ,镽
ㄌㄧㄠˋ,撂
ㄌㄧㄡˊ,劉
ㄌㄧㄡˊ,榴
ㄌㄧㄡˊ,流
ㄌㄧㄡˊ,瀏
ㄌㄧㄡˊ,琉
ㄌㄧㄡˊ,留
ㄌㄧㄡˊ,瘤
ㄌㄧㄡˊ,硫
ㄌㄧㄡˊ,巰
ㄌㄧㄡˊ,旒
ㄌㄧㄡˊ,藰
ㄌㄧㄡˊ,裗
ㄌㄧㄡˊ,鎏
ㄌㄧㄡˊ,鎦
ㄌㄧㄡˊ,騮
ㄌㄧㄡˊ,鶹
ㄌㄧㄡˇ,柳
ㄌㄧㄡˇ,綹
ㄌㄧㄡˇ,罶
ㄌㄧㄡˋ,塯
ㄌㄧㄡˋ,廇
ㄌㄧㄡˋ,蹓
ㄌㄧㄡˋ,霤
ㄌㄧㄢˊ,奩
ㄌㄧㄢˊ,帘
ㄌㄧㄢˊ,廉
ㄌㄧㄢˊ,濂
ㄌㄧㄢˊ,鎌
ㄌㄧㄢˊ,簾
ㄌㄧㄢˊ,翴
ㄌㄧㄢˊ,薕
ㄌㄧㄢˊ,鐮
ㄌㄧㄢˊ,槤
ㄌㄧㄢˊ,磏
ㄌㄧㄢˊ,蓮
ㄌㄧㄢˊ,鰱
ㄌㄧㄢˊ,褳
ㄌㄧㄢˊ,覝
ㄌㄧㄢˊ,謰
ㄌㄧㄢˊ,蹥
ㄌㄧㄢˊ,聯
ㄌㄧㄢˇ,羷
ㄌㄧㄢˇ,鄻
ㄌㄧㄢˋ,戀
ㄌㄧㄢˋ,殮
ㄌㄧㄢˋ,煉
ㄌㄧㄢˋ,練
ㄌㄧㄢˋ,鍊
ㄌㄧㄢˋ,僆
ㄌㄧㄢˋ,楝
ㄌㄧㄢˋ,湅
ㄌㄧㄢˋ,萰
ㄌㄧㄣˊ,林
ㄌㄧㄣˊ,琳
ㄌㄧㄣˊ,箖
ㄌㄧㄣˊ,鄰
ㄌㄧㄣˊ,粼
ㄌㄧㄣˊ,鱗
ㄌㄧㄣˊ,碄
ㄌㄧㄣˊ,霖
ㄌㄧㄣˊ,麟
ㄌㄧㄣˊ,鏻
ㄌㄧㄣˊ,驎
ㄌㄧㄣˇ,凜
ㄌㄧㄣˇ,廩
ㄌㄧㄣˇ,檁
ㄌㄧㄣˋ,吝
ㄌㄧㄣˋ,藺
ㄌㄧㄣˋ,躪
ㄌㄧㄣˋ,甐
ㄌㄧㄣˋ,蹸
ㄌㄧㄣˋ,閵
ㄌㄧㄤˊ,梁
ㄌㄧㄤˊ,粱
ㄌㄧㄤˊ,糧
ㄌㄧㄤˊ,輬
ㄌㄧㄤˇ,啢
ㄌㄧㄤˇ,裲
ㄌㄧㄤˇ,魎
ㄌㄧㄤˋ,喨
ㄌㄧㄤˋ,晾
ㄌㄧㄥ,拎
ㄌㄧㄥˊ,伶
ㄌㄧㄥˊ,凌
ㄌㄧㄥˊ,玲
ㄌㄧㄥˊ,綾
ㄌㄧㄥˊ,羚
ㄌㄧㄥˊ,翎
ㄌㄧㄥˊ,聆
ㄌㄧㄥˊ,菱
ㄌㄧㄥˊ,鈴
ㄌㄧㄥˊ,陵
ㄌㄧㄥˊ,靈
ㄌㄧㄥˊ,鴒
ㄌㄧㄥˊ,齡
ㄌㄧㄥˊ,淩
ㄌㄧㄥˊ,囹
ㄌㄧㄥˊ,瓴
ㄌㄧㄥˊ,岭
ㄌㄧㄥˊ,櫺
ㄌㄧㄥˊ,泠
ㄌㄧㄥˊ,夌
ㄌㄧㄥˊ,彾
ㄌㄧㄥˊ,皊
ㄌㄧㄥˊ,舲
ㄌㄧㄥˊ,蔆
ㄌㄧㄥˊ,蘦
ㄌㄧㄥˊ,蛉
ㄌㄧㄥˊ,軨
ㄌㄧㄥˊ,酃
ㄌㄧㄥˊ,醽
ㄌㄧㄥˊ,駖
ㄌㄧㄥˊ,鯪
ㄌㄧㄥˇ,嶺
ㄌㄧㄥˇ,領
ㄌㄧㄥˋ,另
ㄌㄧㄥˋ,狑
ㄌㄨ,嚕
ㄌㄨˊ,爐
ㄌㄨˊ,盧
ㄌㄨˊ,蘆
ㄌㄨˊ,顱
ㄌㄨˊ,鱸
ㄌㄨˊ,罏
ㄌㄨˊ,艫
ㄌㄨˊ,壚
ㄌㄨˊ,蠦
ㄌㄨˊ,瀘
ㄌㄨˊ,纑
ㄌㄨˊ,嚧
ㄌㄨˊ,櫨
ㄌㄨˊ,玈
ㄌㄨˊ,轤
ㄌㄨˊ,鑪
ㄌㄨˊ,鸕
ㄌㄨˇ,櫓
ㄌㄨˇ,魯
ㄌㄨˇ,滷
ㄌㄨˇ,蓾
ㄌㄨˇ,鹵
ㄌㄨˋ,祿
ㄌㄨˋ,賂
ㄌㄨˋ,鷺
ㄌㄨˋ,鹿
ㄌㄨˋ,麓
ㄌㄨˋ,坴
ㄌㄨˋ,廘
ㄌㄨˋ,彔
ㄌㄨˋ,淥
ㄌㄨˋ,漉
ㄌㄨˋ,潞
ㄌㄨˋ,琭
ㄌㄨˋ,穋
ㄌㄨˋ,璐
ㄌㄨˋ,簏
ㄌㄨˋ,盝
ㄌㄨˋ,硉
ㄌㄨˋ,稑
ㄌㄨˋ,甪
ㄌㄨˋ,睩
ㄌㄨˋ,籙
ㄌㄨˋ,蕗
ㄌㄨˋ,螰
ㄌㄨˋ,踛
ㄌㄨˋ,蹗
ㄌㄨˋ,轆
ㄌㄨˋ,逯
ㄌㄨˋ,醁
ㄌㄨˋ,騄
ㄌㄨˋ,鵱
ㄌㄨㄛˊ,玀
ㄌㄨㄛˊ,籮
ㄌㄨㄛˊ,羅
ㄌㄨㄛˊ,蘿
ㄌㄨㄛˊ,螺
ㄌㄨㄛˊ,邏
ㄌㄨㄛˊ,鏍
ㄌㄨㄛˊ,鑼
ㄌㄨㄛˊ,騾
ㄌㄨㄛˊ,儸
ㄌㄨㄛˊ,剆
ㄌㄨㄛˊ,覶
ㄌㄨㄛˊ,鸁
ㄌㄨㄛˇ,裸
ㄌㄨㄛˇ,臝
ㄌㄨㄛˇ,蓏
ㄌㄨㄛˇ,鎯
ㄌㄨㄛˋ,洛
ㄌㄨㄛˋ,犖
ㄌㄨㄛˋ,駱
ㄌㄨㄛˋ,珞
ㄌㄨㄛˋ,雒
ㄌㄨㄛˋ,鮥
ㄌㄨㄢˊ,羉
ㄌㄨㄢˊ,巒
ㄌㄨㄢˊ,鑾
ㄌㄨㄢˊ,鸞
ㄌㄨㄢˊ,圞
ㄌㄨㄢˊ,欒
ㄌㄨㄢˊ,灤
ㄌㄨㄣˊ,侖
ㄌㄨㄣˊ,倫
ㄌㄨㄣˊ,崙
ㄌㄨㄣˊ,淪
ㄌㄨㄣˊ,圇
ㄌㄨㄣˊ,菕
ㄌㄨㄥˊ,嚨
ㄌㄨㄥˊ,曨
ㄌㄨㄥˊ,朧
ㄌㄨㄥˊ,櫳
ㄌㄨㄥˊ,矓
ㄌㄨㄥˊ,隆
ㄌㄨㄥˊ,巃
ㄌㄨㄥˊ,瓏
ㄌㄨㄥˊ,聾
ㄌㄨㄥˊ,癃
ㄌㄨㄥˊ,窿
ㄌㄨㄥˊ,蠬
ㄌㄨㄥˊ,蠪
ㄌㄨㄥˊ,鸗
ㄌㄨㄥˊ,龒
ㄌㄨㄥˇ,壟
ㄌㄨㄥˇ,隴
ㄌㄨㄥˇ,儱
ㄌㄨㄥˋ,徿
ㄌㄨㄥˋ,梇
ㄌㄩˊ,櫚
ㄌㄩˊ,閭
ㄌㄩˊ,驢
ㄌㄩˊ,氀
ㄌㄩˇ,侶
ㄌㄩˇ,呂
ㄌㄩˇ,旅
ㄌㄩˇ,縷
ㄌㄩˇ,祣
ㄌㄩˇ,穭
ㄌㄩˇ,膂
ㄌㄩˇ,郘
ㄌㄩˋ,律
ㄌㄩˋ,慮
ㄌㄩˋ,濾
ㄌㄩˋ,儢
ㄌㄩˋ,勴
ㄌㄩˋ,嵂
ㄌㄩˋ,繂
ㄌㄩˋ,膟
ㄌㄩˋ,葎
ㄌㄩˋ,藘
ㄌㄩˋ,鑢
ㄌㄩㄝˋ,略
ㄌㄩㄝˋ,鋝
ㄌㄩㄢˊ,癵
ㄍㄚ,旮
ㄍㄜ,割
ㄍㄜ,哥
ㄍㄜ,戈
ㄍㄜ,擱
ㄍㄜ,歌
ㄍㄜ,鴿
ㄍㄜ,滒
ㄍㄜ,牁
ㄍㄜˊ,膈
ㄍㄜˊ,骼
ㄍㄜˊ,鞷
ㄍㄜˊ,嗝
ㄍㄜˊ,滆
ㄍㄜˊ,茖
ㄍㄜˊ,觡
ㄍㄜˊ,轕
ㄍㄜˊ,愅
ㄍㄜˇ,舸
ㄍㄜˋ,箇
ㄍㄞ,該
ㄍㄞ,賅
ㄍㄞ,侅
ㄍㄞ,垓
ㄍㄞ,峐
ㄍㄞ,祴
ㄍㄞ,賌
ㄍㄞ,陔
ㄍㄞˇ,改
ㄍㄞˋ,概
ㄍㄞˋ,鈣
ㄍㄠ,篙
ㄍㄠ,糕
ㄍㄠ,羔
ㄍㄠ,高
ㄍㄠ,槔
ㄍㄠ,櫜
ㄍㄠ,滜
ㄍㄠ,韟
ㄍㄠ,鼛
ㄍㄠˇ,槁
ㄍㄠˇ,稿
ㄍㄠˇ,暠
ㄍㄠˋ,誥
ㄍㄠˋ,鋯
ㄍㄡ,构
ㄍㄡˇ,狗
ㄍㄡˇ,苟
ㄍㄡˇ,笱
ㄍㄡˇ,耇
ㄍㄡˇ,茩
ㄍㄡˋ,垢
ㄍㄡˋ,冓
ㄍㄡˋ,夠
ㄍㄡˋ,姤
ㄍㄡˋ,構
ㄍㄡˋ,遘
ㄍㄡˋ,媾
ㄍㄡˋ,購
ㄍㄡˋ,搆
ㄍㄡˋ,覯
ㄍㄢ,坩
ㄍㄢ,干
ㄍㄢ,甘
ㄍㄢ,疳
ㄍㄢ,肝
ㄍㄢ,玕
ㄍㄢˇ,敢
ㄍㄢˇ,橄
ㄍㄢˇ,稈
ㄍㄢˇ,趕
ㄍㄢˇ,簳
ㄍㄢˋ,灨
ㄍㄢˋ,紺
ㄍㄢˋ,骭
ㄍㄣ,根
ㄍㄣ,跟
ㄍㄤ,剛
ㄍㄤ,綱
ㄍㄤ,缸
ㄍㄤ,堈
ㄍㄤ,棡
ㄍㄤ,犅
ㄍㄤ,罡
ㄍㄤˋ,槓
ㄍㄥ,庚
ㄍㄥ,浭
ㄍㄥ,賡
ㄍㄥ,鶊
ㄍㄥˇ,埂
ㄍㄥˇ,梗
ㄍㄥˇ,耿
ㄍㄥˇ,哽
ㄍㄥˇ,郠
ㄍㄥˇ,骾
ㄍㄥˇ,鯁
ㄍㄥˋ,堩
ㄍㄨ,姑
ㄍㄨ,孤
ㄍㄨ,菰
ㄍㄨ,蛄
ㄍㄨ,辜
ㄍㄨ,鴣
ㄍㄨ,夃
ㄍㄨ,嫴
ㄍㄨ,觚
ㄍㄨ,柧
ㄍㄨ,軱
ㄍㄨ,箍
ㄍㄨ,罛
ㄍㄨ,菇
ㄍㄨ,泒
ㄍㄨ,箛
ㄍㄨ,酤
ㄍㄨˇ,古
ㄍㄨˇ,牯
ㄍㄨˇ,瞽
ㄍㄨˇ,罟
ㄍㄨˇ,榾
ㄍㄨˇ,股
ㄍㄨˇ,瀔
ㄍㄨˇ,鼓
ㄍㄨˇ,尳
ㄍㄨˇ,愲
ㄍㄨˇ,蠱
ㄍㄨˇ,啒
ㄍㄨˇ,狜
ㄍㄨˇ,盬
ㄍㄨˇ,縎
ㄍㄨˇ,羖
ㄍㄨˇ,臌
ㄍㄨˇ,蓇
ㄍㄨˇ,薣
ㄍㄨˇ,蛌
ㄍㄨˋ,僱
ㄍㄨˋ,固
ㄍㄨˋ,故
ㄍㄨˋ,顧
ㄍㄨˋ,凅
ㄍㄨˋ,牿
ㄍㄨˋ,痼
ㄍㄨˋ,稒
ㄍㄨˋ,錮
ㄍㄨㄚ,瓜
ㄍㄨㄚ,颳
ㄍㄨㄚ,劀
ㄍㄨㄚ,聒
ㄍㄨㄚ,葀
ㄍㄨㄚ,騧
ㄍㄨㄚ,鴰
ㄍㄨㄚˇ,寡
ㄍㄨㄚˇ,剮
ㄍㄨㄚˋ,卦
ㄍㄨㄚˋ,掛
ㄍㄨㄚˋ,褂
ㄍㄨㄛ,蟈
ㄍㄨㄛ,郭
ㄍㄨㄛ,鍋
ㄍㄨㄛ,嘓
ㄍㄨㄛ,堝
ㄍㄨㄛ,崞
ㄍㄨㄛˊ,國
ㄍㄨㄛˊ,幗
ㄍㄨㄛˊ,摑
ㄍㄨㄛˊ,聝
ㄍㄨㄛˊ,膕
ㄍㄨㄛˊ,蔮
ㄍㄨㄛˊ,虢
ㄍㄨㄛˇ,槨
ㄍㄨㄛˇ,猓
ㄍㄨㄛˇ,裹
ㄍㄨㄛˇ,惈
ㄍㄨㄛˇ,粿
ㄍㄨㄛˇ,蜾
ㄍㄨㄞ,乖
ㄍㄨㄞˇ,拐
ㄍㄨㄞˇ,枴
ㄍㄨㄞˋ,怪
ㄍㄨㄞˋ,夬
ㄍㄨㄟ,圭
ㄍㄨㄟ,瑰
ㄍㄨㄟ,皈
ㄍㄨㄟ,閨
ㄍㄨㄟ,媯
ㄍㄨㄟ,嫢
ㄍㄨㄟ,珪
ㄍㄨㄟ,瞡
ㄍㄨㄟ,邽
ㄍㄨㄟ,雟
ㄍㄨㄟˇ,癸
ㄍㄨㄟˇ,詭
ㄍㄨㄟˇ,軌
ㄍㄨㄟˇ,鬼
ㄍㄨㄟˇ,匭
ㄍㄨㄟˇ,厬
ㄍㄨㄟˇ,宄
ㄍㄨㄟˇ,庪
ㄍㄨㄟˇ,晷
ㄍㄨㄟˇ,簋
ㄍㄨㄟˇ,蛫
ㄍㄨㄟˇ,觤
ㄍㄨㄟˋ,桂
ㄍㄨㄟˋ,櫃
ㄍㄨㄟˋ,貴
ㄍㄨㄟˋ,劌
ㄍㄨㄟˋ,撌
ㄍㄨㄢ,瘝
ㄍㄨㄢ,倌
ㄍㄨㄢ,官
ㄍㄨㄢ,鱞
ㄍㄨㄢˇ,管
ㄍㄨㄢˇ,筦
ㄍㄨㄢˇ,錧
ㄍㄨㄢˋ,慣
ㄍㄨㄢˋ,灌
ㄍㄨㄢˋ,罐
ㄍㄨㄢˋ,悺
ㄍㄨㄢˋ,摜
ㄍㄨㄢˋ,爟
ㄍㄨㄢˋ,瓘
ㄍㄨㄢˋ,祼
ㄍㄨㄢˋ,鱹
ㄍㄨㄣˇ,滾
ㄍㄨㄣˇ,袞
ㄍㄨㄣˇ,緄
ㄍㄨㄣˇ,蔉
ㄍㄨㄣˇ,輥
ㄍㄨㄣˇ,鯀
ㄍㄨㄣˋ,睔
ㄍㄨㄤ,光
ㄍㄨㄤ,胱
ㄍㄨㄤ,珖
ㄍㄨㄤ,茪
ㄍㄨㄤˇ,臩
ㄍㄨㄤˋ,臦
ㄍㄨㄥ,公
ㄍㄨㄥ,功
ㄍㄨㄥ,宮
ㄍㄨㄥ,工
ㄍㄨㄥ,弓
ㄍㄨㄥ,恭
ㄍㄨㄥ,攻
ㄍㄨㄥ,肱
ㄍㄨㄥ,躬
ㄍㄨㄥ,塨
ㄍㄨㄥ,觥
ㄍㄨㄥˇ,拱
ㄍㄨㄥˇ,鞏
ㄍㄨㄥˇ,廾
ㄍㄨㄥˇ,栱
ㄍㄨㄥˇ,珙
ㄍㄨㄥˇ,穬
ㄍㄨㄥˋ,貢
ㄍㄨㄥˋ,羾
ㄎㄚˇ,佧
ㄎㄚˋ,髂
ㄎㄜ,瞌
ㄎㄜ,科
ㄎㄜ,窠
ㄎㄜ,蝌
